0,510,2.49
1000,509,2.49
2000,508,2.48
3002,508,2.48
4002,508,2.48
5003,510,2.49
6003,512,2.5
7005,513,2.51
8005,513,2.51
9006,514,2.51
10007,515,2.52
11008,515,2.52
12008,513,2.51
13009,511,2.5
14010,511,2.5
15010,512,2.5
16012,512,2.5
17012,514,2.51
18013,514,2.51
19014,516,2.52
20015,517,2.53
21015,517,2.53
22017,518,2.53
23017,518,2.53
24017,517,2.53
25019,517,2.53
26019,519,2.54
27020,519,2.54
28021,519,2.54
29022,519,2.54
30022,519,2.54
31024,520,2.54
32024,520,2.54
33025,520,2.54
34026,519,2.54
35026,518,2.53
36027,517,2.53
37028,517,2.53
38029,518,2.53
39029,519,2.54
40031,519,2.54
41031,519,2.54
42032,519,2.54
43033,519,2.54
44034,518,2.53
45034,518,2.53
46035,356,1.74
47036,480,2.35
48037,485,2.37
49038,484,2.37
50038,485,2.37
51040,481,2.35
52040,482,2.36
53041,485,2.37
54042,491,2.4
55043,494,2.41
56043,496,2.42
57044,499,2.44
58045,500,2.44
59045,502,2.45
60047,502,2.45
61047,502,2.45
62048,504,2.46
63049,503,2.46
64050,497,2.43
65050,499,2.44
66052,501,2.45
67052,503,2.46
68052,504,2.46
69054,479,2.34
70054,480,2.35
71055,479,2.34
72056,483,2.36
73057,485,2.37
74057,491,2.4
75059,470,2.3
76059,478,2.34
77060,480,2.35
78061,482,2.36
79062,467,2.28
80062,477,2.33
81063,477,2.33
82064,481,2.35
83064,471,2.3
84066,475,2.32
85066,482,2.36
86067,478,2.34
87068,483,2.36
88069,489,2.39
89069,488,2.39
90071,493,2.41
91071,494,2.41
92071,496,2.42
93073,481,2.35
94073,485,2.37
95074,488,2.39
96075,494,2.41
97076,494,2.41
98076,498,2.43
99078,498,2.43
100078,498,2.43
101080,499,2.44
102080,502,2.45
103080,502,2.45
104082,491,2.4
105082,480,2.35
106083,474,2.32
107084,478,2.34
108085,475,2.32
109086,479,2.34
110087,485,2.37
111087,487,2.38
112089,490,2.39
113089,496,2.42
114091,496,2.42
115091,487,2.38
116091,496,2.42
117093,496,2.42
118093,491,2.4
119094,487,2.38
120095,487,2.38
121096,483,2.36
122097,488,2.39
123098,474,2.32
124098,470,2.3
125100,457,2.23
126100,466,2.28
127100,467,2.28
128102,479,2.34
129102,479,2.34
130104,483,2.36
131104,484,2.37
132105,487,2.38
133106,492,2.4
134107,480,2.35
135108,483,2.36
136109,489,2.39
137109,491,2.4
138110,485,2.37
139111,487,2.38
140111,491,2.4
141113,495,2.42
142113,497,2.43
143115,504,2.46
144115,505,2.47
145116,503,2.46
146117,503,2.46
147118,503,2.46
148119,505,2.47
149120,505,2.47
150120,505,2.47
151121,505,2.47
152122,505,2.47
153122,505,2.47
154124,498,2.43
155124,497,2.43
156126,496,2.42
157126,477,2.33
158127,477,2.33
159128,482,2.36
160129,634,3.1
161130,657,3.21
162130,667,3.26
163131,458,2.24
164132,469,2.29
165133,471,2.3
166133,475,2.32
167135,480,2.35
168135,483,2.36
169137,487,2.38
170137,490,2.39
171138,492,2.4
172139,493,2.41
173139,496,2.42
174141,498,2.43
175141,500,2.44
176142,500,2.44
177143,502,2.45
178144,504,2.46
179144,503,2.46
180146,505,2.47
