0,531,2.6
1000,531,2.6
2000,529,2.59
3002,532,2.6
4002,526,2.57
5003,535,2.61
6003,542,2.65
7005,548,2.68
8005,556,2.72
9006,560,2.74
10007,562,2.75
11008,542,2.65
12008,540,2.64
13009,534,2.61
14010,528,2.58
15010,531,2.6
16012,531,2.6
17012,532,2.6
18013,526,2.57
19014,523,2.56
20015,527,2.58
21015,527,2.58
22017,530,2.59
23017,534,2.61
24017,536,2.62
25019,531,2.6
26019,531,2.6
27020,536,2.62
28021,540,2.64
29022,546,2.67
30022,548,2.68
31024,553,2.7
32024,554,2.71
33025,562,2.75
34026,568,2.78
35026,567,2.77
36027,571,2.79
37028,572,2.8
38029,551,2.69
39029,562,2.75
40031,573,2.8
41031,576,2.82
42032,577,2.82
43033,530,2.59
44034,531,2.6
45034,536,2.62
46035,540,2.64
47036,546,2.67
48036,555,2.71
49038,567,2.77
50038,564,2.76
51040,551,2.69
52040,554,2.71
53041,559,2.73
54042,571,2.79
55043,574,2.81
56043,575,2.81
57044,576,2.82
58045,575,2.81
59045,575,2.81
60047,565,2.76
61047,573,2.8
62048,569,2.78
63049,575,2.81
64050,576,2.82
65050,576,2.82
66052,577,2.82
67052,578,2.83
68052,578,2.83
69054,570,2.79
70054,580,2.83
71055,578,2.83
72056,577,2.82
73057,578,2.83
74057,576,2.82
75059,576,2.82
76059,577,2.82
77060,574,2.81
78061,575,2.81
79062,574,2.81
80062,574,2.81
81063,572,2.8
82064,570,2.79
83064,570,2.79
84066,574,2.81
85066,576,2.82
86067,536,2.62
87068,517,2.53
88069,518,2.53
89069,521,2.55
90071,525,2.57
91071,527,2.58
92071,532,2.6
93073,537,2.62
94073,545,2.66
95075,556,2.72
96075,573,2.8
97076,576,2.82
98077,576,2.82
99078,577,2.82
100078,521,2.55
101080,532,2.6
102080,538,2.63
103080,542,2.65
104082,549,2.68
105082,554,2.71
106084,562,2.75
107084,572,2.8
108085,576,2.82
109086,577,2.82
110087,574,2.81
111087,575,2.81
112089,575,2.81
113089,575,2.81
114091,575,2.81
115091,575,2.81
116091,575,2.81
117093,576,2.82
118093,576,2.82
119095,576,2.82
120095,576,2.82
121096,577,2.82
122097,577,2.82
123098,577,2.82
124098,577,2.82
125100,577,2.82
126100,577,2.82
127101,576,2.82
128102,576,2.82
129102,576,2.82
130104,577,2.82
131104,520,2.54
132105,528,2.58
133106,536,2.62
134107,543,2.65
