0,344,1.68
1000,344,1.68
2000,344,1.68
3002,344,1.68
4002,344,1.68
5003,342,1.67
6003,340,1.66
7005,342,1.67
8005,342,1.67
9006,340,1.66
10007,340,1.66
11008,340,1.66
12008,342,1.67
13009,344,1.68
14010,344,1.68
15010,344,1.68
16012,344,1.68
17012,342,1.67
18013,342,1.67
19014,342,1.67
20015,342,1.67
21015,342,1.67
22017,342,1.67
23017,340,1.66
24017,344,1.68
25019,344,1.68
26019,344,1.68
27020,344,1.68
28021,343,1.68
29022,342,1.67
30022,340,1.66
31024,339,1.66
32024,338,1.65
33025,337,1.65
34026,336,1.64
35026,336,1.64
36027,335,1.64
37028,334,1.63
38029,334,1.63
39029,333,1.63
40031,333,1.63
41031,332,1.62
42032,331,1.62
43033,330,1.61
44034,330,1.61
45034,330,1.61
46035,329,1.61
47036,328,1.6
48036,328,1.6
49038,327,1.6
50038,326,1.59
51039,326,1.59
52040,326,1.59
53041,325,1.59
54041,325,1.59
55043,324,1.58
56043,324,1.58
57043,323,1.58
58045,323,1.58
59045,323,1.58
60046,323,1.58
61047,322,1.57
62048,322,1.57
63049,321,1.57
64050,321,1.57
65050,321,1.57
66052,321,1.57
67052,320,1.56
68052,320,1.56
69054,320,1.56
70054,320,1.56
71055,320,1.56
72056,320,1.56
73057,320,1.56
74057,319,1.56
75059,319,1.56
76059,319,1.56
77060,319,1.56
78061,319,1.56
79062,319,1.56
80062,319,1.56
81063,319,1.56
82064,318,1.55
83064,318,1.55
84066,318,1.55
85066,318,1.55
86067,317,1.55
87068,317,1.55
88069,317,1.55
89069,317,1.55
90071,317,1.55
91071,317,1.55
92071,316,1.54
93073,315,1.54
94073,315,1.54
95074,317,1.55
96075,316,1.54
97076,316,1.54
98076,315,1.54
99078,316,1.54
100078,315,1.54
101079,314,1.53
102080,315,1.54
103080,315,1.54
104082,315,1.54
105082,314,1.53
106083,315,1.54
107084,315,1.54
108085,316,1.54
109086,314,1.53
110087,315,1.54
111087,315,1.54
112089,315,1.54
113089,314,1.53
114089,314,1.53
115091,314,1.53
116091,314,1.53
117093,313,1.53
118093,313,1.53
119094,314,1.53
120095,313,1.53
121096,313,1.53
122097,314,1.53
123098,314,1.53
124098,313,1.53
125100,313,1.53
126100,314,1.53
127100,313,1.53
128102,314,1.53
129102,314,1.53
130104,313,1.53
131104,313,1.53
132105,313,1.53
133106,313,1.53
134107,313,1.53
135108,314,1.53
136109,314,1.53
137109,312,1.52
138110,313,1.53
139111,312,1.52
140111,312,1.52
141113,312,1.52
142113,313,1.53
143115,313,1.53
144115,313,1.53
145116,313,1.53
146117,313,1.53
147118,313,1.53
148119,313,1.53
149120,313,1.53
150120,313,1.53
151121,313,1.53
152122,313,1.53
153122,313,1.53
154124,313,1.53
155124,313,1.53
156126,313,1.53
157126,313,1.53
158127,313,1.53
159128,313,1.53
160129,313,1.53
161130,313,1.53
162130,313,1.53
163131,312,1.52
164132,313,1.53
165133,312,1.52
166133,312,1.52
167135,312,1.52
168135,312,1.52
169137,312,1.52
170137,312,1.52
171138,312,1.52
172139,312,1.52
173139,312,1.52
174141,311,1.52
175141,311,1.52
176142,311,1.52
177143,303,1.48
178144,300,1.47
179144,307,1.5
180146,307,1.5
181146,311,1.52
182148,312,1.52
183148,315,1.54
184148,317,1.55
185150,317,1.55
186150,313,1.53
187151,316,1.54
188152,318,1.55
189153,315,1.54
190154,316,1.54
191155,311,1.52
192155,310,1.52
193157,311,1.52
194157,310,1.52
195159,311,1.52
196159,313,1.53
197159,313,1.53
198161,296,1.45
199161,304,1.49
200162,306,1.5
201163,308,1.51
202164,309,1.51
203165,309,1.51
204166,309,1.51
205166,310,1.52
206168,310,1.52
207168,311,1.52
208169,311,1.52
209170,310,1.52
